,playlist_id,description,image,name,name_translated,descr_translated
638,04xQK6CZipcTJfaXGuJmZE,,https://mosaic.scdn.co/640/ab67616d00001e0242ccfede327534e3de7c476cab67616d00001e025dec1da1513b27e27ab35417ab67616d00001e02d09f96d82310d4d77c14c108ab67616d00001e02fcf713ed8bbcc33858f2d034,Top Dance Maxima,Top Dance Maxima,
639,1N3BuD9C8yqpMN4yGlKHaR,,https://mosaic.scdn.co/640/ab67616d00001e029569f3e5cca8dce07cc7e5a7ab67616d00001e02b80ea8399313aeffb10b0acbab67616d00001e02bb39d0061481bbb534509d7aab67616d00001e02e79dc1438d650f426b5e99a7,Aix en Provence,Aix en Provence,
640,254i2AlvYHtEGhPpXizuBZ,,https://mosaic.scdn.co/640/ab67616d00001e025ad9c457485dd1c9b5eae863ab67616d00001e0279dd0979babce095a64e6ddcab67616d00001e029843f576bf735e600519a112ab67616d00001e02d8def264db0e29b0671ea11b,ARABE CHILL OUT,ARABE CHILL OUT,
641,37i9dQZF1DXcCnTAt8CfNe,Soothe your mind with gentle instrumentals.,https://i.scdn.co/image/ab67706f0000000269d783d26bf15d942e89ba24,Musical Therapy,Musical Therapy,Soothe your mind with gentle instrumentals.
642,5K3Sckara8CVvQg0AIEnmG,,https://i.scdn.co/image/ab67616d00001e02c7c7d517cf2622dd3e7085a9,Jay Santos — Caliente,Jay Santos — Hot,
643,1WF18xsMrUCPQmVMYnjKZc,,https://i.scdn.co/image/ab67616d00001e02ad74b460435d2bbb774eeb33,Shakira — Can't Remember To Forget You,Shakira — Can't Remember To Forget You,
644,5hddd96DQ7QhulbD3lWuvC,,https://i.scdn.co/image/ab67616d00001e02610fc8cce52af800523c41ab,La Pelopony — Sentir,The Peloponnese — Feel,
645,5lzmnKhh5ieFXlK22HoYnx,,https://mosaic.scdn.co/640/ab67616d00001e0216d9de2977f84ab10e58a5e7ab67616d00001e02780d04b53505226423c74444ab67616d00001e02ba0d1a490e5154178767059aab67616d00001e02feaffc2c33fd5acd74a1cdef,lo mas,hills,
646,4C6OCzHXkkvUF4oFxIxtK9,,https://i.scdn.co/image/ab67616d00001e02a3323bc7abd2da04467aa0d1,Maxima Disco,Maxima Disco,
647,577eujdVbOKchb5UDTGXvJ,,https://i.scdn.co/image/ab67616d00001e02c04a1078d5d07ee8cd7aa78f,Happy FM Disco Fan,Happy FM Disco Fan,
648,2Q3BoaW8OuZglvwr8DRlfS,,https://i.scdn.co/image/ab67616d00001e029836806a24ee0c960be491cd,El Hormiguero 3.0,The Anthill 3.0,
649,2fhyq4HgdN0pfPPb4nt3gK,,https://mosaic.scdn.co/640/ab67616d00001e027ebcf6afbf5e9a252767a7f7ab67616d00001e029e3a08094c5e058c1921f608ab67616d00001e02dcef905cb144d4867119850bab67616d00001e02f75423037164681cf4ca65e0,Maxima,Maxima,
650,27HMhHydNF9n1OpQdhG6OQ,,https://mosaic.scdn.co/640/ab67616d00001e0200e1d8265195799790277e5aab67616d00001e021d9c06b09d454611b153b179ab67616d00001e022ea020830d2ddb5b81d139ccab67616d00001e0230a77b02110697d3259b6008,Tu cara me suena,Your face is familiar to me,
651,3Tf1AeCYdolOxo0YQQvNBP,,https://mosaic.scdn.co/640/ab67616d00001e026531dcfcbc99b82be7eec9f0ab67616d00001e027e1485140f4ba609538b644dab67616d00001e02aa264083fa6cc2694fd77505ab67616d00001e02ded1be35efdfd55bf35df1fa,tu cara me suena 2 ,your face sounds familiar 2,
652,6XhSzaJzislTyjEs9xmOCh,,https://mosaic.scdn.co/640/ab67616d00001e02740e5073699ef09f02d73d05ab67616d00001e028c77ec99d3527930343385b7ab67616d00001e02ae395b47b186c2bc8c458e0fab67616d00001e02e18243ef239f3d28728ef086,ABEL ARANA MUSIC,ABEL ARANA MUSIC,
653,1YbE87dGyXyEjv96kliHLf,,https://mosaic.scdn.co/640/ab67616d00001e020dee6ded6e44f121cb3bab00ab67616d00001e02456c0b5d0316a80dc600802eab67616d00001e027af0986d45c6ae56444e1ae9ab67616d00001e0289c77c3cc6fa7d9acba80740,La Voz,The voice,
654,27SJYDDGxhqxzq4eB85xxY,,https://mosaic.scdn.co/640/ab67616d00001e0210c7f31c82b1e666af0a772bab67616d00001e022721b12d3dfc2f0dcab9bf63ab67616d00001e023feee677597df21694740efaab67616d00001e0295e21dcfb9cfcd8c145e4fe3,Pal gym,Pal gym,
655,57hUh7kWHGpRqLEi6924g4,,https://i.scdn.co/image/ab67616d00001e02446380edc9ee6294f921f043,Favoritas de la radio,Radio Favorites,
656,37i9dQZF1E9MQiUoj3zXFk,"The songs you loved most this year, all wrapped up.",https://lineup-images.scdn.co/your-top-songs-2017_DEFAULT-en.jpg,Your Top Songs 2017,Your Top Songs 2017,"The songs you loved most this year, all wrapped up."
657,1Y92wOnxk7siuYU4hZk6lq,,https://mosaic.scdn.co/640/ab67616d00001e0218dd56745349fa479c38df64ab67616d00001e0249922069183e3806ab38074aab67616d00001e02598ee375bec361ec93a94337ab67616d00001e027505f5f0bfc8657af4ee77e3,17.07_Disconnect,17.07_Disconnect,
658,1BBJc1znhzyBus0UxTr7ud,,https://mosaic.scdn.co/640/ab67616d00001e022076527d67d72548b3321114ab67616d00001e022fe7eac044c3912f06432f22ab67616d00001e02988ede5e1276e758b5f9e577ab67616d00001e02a619456c97c686811768c4d8,"17.06_Breeze, Breath.","17.06_Breeze, Breath.",
659,2unIlSthbgWSnlke3CO47X,,https://mosaic.scdn.co/640/ab67616d00001e0225d93fdd629d8f0c8684c32fab67616d00001e022c69f0e89448d122452327adab67616d00001e0264ec43191ecaadd28bf09a2aab67616d00001e0271ff062e8ee238cd50289aae,17.05_Ten miles high,17.05_Ten miles high,
660,3eb0B8iEMNyt8yglQ97NSY,,https://mosaic.scdn.co/640/ab67616d00001e0246ac397f2d29dda62b521178ab67616d00001e025bcf16e0aa46eb701e31760fab67616d00001e027e00fd13c89c5eadf130e951ab67616d00001e028a5102b5fbf5c0605a212ede,17.04_ Young & unafraid,17.04_ Young & unafraid,
661,50elv9NgxeU2rR0I69Mfb4,,https://mosaic.scdn.co/640/ab67616d00001e0285813098a3f3b78da37e8656ab67616d00001e02947cddd1605feba5840a8ca5ab67616d00001e02a0977f7939a2ff74039b33d7ab67616d00001e02cd594642c6384231664ccc7a,17.03_Fill up the blanks,17.03_Fill up the blanks,
662,1oWywsdXARhYN9E7pCBPv4,,https://mosaic.scdn.co/640/ab67616d00001e020da7deb1f0b817ed7c923910ab67616d00001e023ca703d28a781d5e07d248f7ab67616d00001e02728084981bad61b7a678d43bab67616d00001e0291ce1af04bf6e894879784f4,17.02_Castles in the air,17.02_Castles in the air,
663,6ly8evk3OwY5YMHXaLP7iU,,https://mosaic.scdn.co/640/ab67616d00001e0229039040cebba3d4602de763ab67616d00001e02646a95e6dd59a196c478571fab67616d00001e028fe87296f601d087d2dee7f6ab67616d00001e02da91efc928b62066e6154168,17.01_Black beginnings,17.01_Black beginnings,
664,2xKcZIxDLkwFIQA1ljJkn6,,https://mosaic.scdn.co/640/ab67616d00001e025d6121285c42ea4535e59048ab67616d00001e02672db21dd51ae877901129f7ab67616d00001e029e8e8af5b3a7a6b6c899efc4ab67616d00001e02d2510cf70b57530d14fa7cba,M&M – Birthday Lipsync Battle,M&M – Birthday Lipsync Battle,
665,6nJLqNvRdxvrlV6yL5XBUZ,,https://mosaic.scdn.co/640/ab67616d00001e020c3408440b541f74478ccf9bab67616d00001e020c8599cbde51245c128bcea9ab67616d00001e020da7deb1f0b817ed7c923910ab67616d00001e0243b652dce6a840cf257f68c9,M&M – Give life back to music,M&M – Give life back to music,
666,03igZc4T0ZGOTKzYc1D0CS,,https://mosaic.scdn.co/640/ab67616d00001e029bffb5fedb14430fea9766f8ab67616d00001e02b57d3f8a349c6b0a8974ed6fab67616d00001e02fd19b0268b86825973e56452ab67616d00001e02ff8f9d48eca1924bfe1301dc,M&M – White Lies @ Razz'16,M&M – White Lies @ Razz'16,
667,52rY9mCV2J7NleudJpJuqP,,https://mosaic.scdn.co/640/ab67616d00001e0273625be01640239b27f4fd94ab67616d00001e027c538731275a001de3cd286aab67616d00001e027cb20e0a29701a667dac3edeab67616d00001e0284910c89c873a2b934d76c46,M&M – Salitre y neón ochentero.,M&M – Salt and 80s neon.,
668,62mDeWeGMCd4tP1h5cNfUh,,https://mosaic.scdn.co/640/ab67616d00001e02536cba3964561f16a0b69fb7ab67616d00001e02656928563a0d1008d6bfbe4aab67616d00001e02b00807ba8077254d82e20d20ab67616d00001e02fd19b0268b86825973e56452,M&M – ¡Mis -16- campanazos del año!,M&M – My -16- bells of the year!,
669,1qU9x8DVJnNSSZejjwPlIj,,https://mosaic.scdn.co/640/ab67616d00001e0277b80310efbbefb8dae98491ab67616d00001e02917c7d8432290a0aae9116ffab67616d00001e02f4cc7114a01e77071e6d799dab67616d00001e02f6c1fea8c19db7598257fc60,M&M – Sentimiento Pachangoso,M&M – Party Feeling,
670,1eT5TnO66CxeqCw9dZySyt,,https://mosaic.scdn.co/640/ab67616d00001e022861775c38e4dff92ca8370aab67616d00001e022e3ce1b30794df23110691a0ab67616d00001e02a8a879c9c3e8750a1ea563bbab67616d00001e02d031a676771b4762678555c2,M&M – Margaritas en el Blues Bar,M&M – Margaritas at the Blues Bar,
671,394pTlRMfFeV87niV8DleP,,https://mosaic.scdn.co/640/ab67616d00001e02bfccca246c7d904de0ff0165ab67616d00001e02c85a6a27dd4631cc040228c4ab67616d00001e02d0f1d117136f314044c85bfcab67616d00001e02dcef905cb144d4867119850b,M&M – Heartbeak makes you a dancer,M&M – Heartbeak makes you a dancer,
672,795NdQPLPEFiFp8MR1MUjC,,https://mosaic.scdn.co/640/ab67616d00001e025a68aef5b064013eafd83eabab67616d00001e0272770e0507fc3a46e47daf95ab67616d00001e02949e0c8a1537303e5f230c29ab67616d00001e02e00545f86e0d98602b627953,M&M – Brisa Suave,M&M – Gentle Breeze,
673,5g1faSqGmq1nJRgOPmsGR8,,https://mosaic.scdn.co/640/ab67616d00001e024a30282386ba5268a70a4530ab67616d00001e027265c5f534c49c726ed38317ab67616d00001e02f8db00066afa5b1f30cb58d3ab67616d00001e02ff2b692066dfd6f3c74d654b,M&M – Wake up...,M&M – Wake up...,
674,4HQyQTXRt7s2Pjjc4gKTQ3,,https://mosaic.scdn.co/640/ab67616d00001e0276206bd8de3a477aafd7ba83ab67616d00001e02ab66d26dcc7d4efae48156faab67616d00001e02ae59a83ebb38ad0c093f3719ab67616d00001e02e9101167efda432462dfec58,M&M – Desierto,M&M – Desert,
675,3O0Bw0FIV2pcPHuM53quII,,https://mosaic.scdn.co/640/ab67616d00001e02570c8dab42a2d2dabac92c57ab67616d00001e02628a068f51c63aa85e385dbcab67616d00001e02e351b269a957953556111adbab67616d00001e02e6cd6f5f99754411538f09d3,M&M – Long Island Long Ice Tea,M&M – Long Island Long Ice Tea,
676,6IZ9kHoqBc7Elj7IiYyepA,,https://mosaic.scdn.co/640/ab67616d00001e022d1d7af4180216ca509d63daab67616d00001e024fc67437ec08a74270c41a18ab67616d00001e02c468d0cce23e1b395949f9f0ab67616d00001e02e179d5018401c59559b393ec,M&M – Duro,M&M – Duro,
677,6E7zk7BV7PjtwQgDrdqh47,,https://mosaic.scdn.co/640/ab67616d00001e025885a208aad0fbf70736bfabab67616d00001e026a255ba224636717d534c7f3ab67616d00001e027c0f7220ed2a3a38b7a3144bab67616d00001e02f18806d8e1f42c3aabd8be21,M&M – Áspero,M&M – Rough,
678,0rli7h471e5xccwvOE8kH0,,https://mosaic.scdn.co/640/ab67616d00001e02061dfbdfdd7d963d1eac3194ab67616d00001e023058fb6baa956a4459e4d0b0ab67616d00001e025885a208aad0fbf70736bfabab67616d00001e02917122d90a991a5a9c2d3794,M&M – Galvánico,M&M – Galvanic,
679,2Csrg3QsDNbN4HakRkpkWa,,https://mosaic.scdn.co/640/ab67616d00001e0279402cd127790a58a149c7c4ab67616d00001e0290a0f2236326b7c985f0fcaaab67616d00001e029ccdbb2b52240c4c500cac4cab67616d00001e02d6c8814abab49d72189678a5,M&M – Galán,M&M – Gallant,
680,5o4uuOUmPxeweOapfJKGN0,,https://mosaic.scdn.co/640/ab67616d00001e0232875db20117133680e4e818ab67616d00001e0286483c90ba7d6c359248ee6aab67616d00001e02c8898d5dfe41b89ea4badf39ab67616d00001e02dded6a08928247138887bac4,M&M – Ópera,M&M – Opera,
681,0NBURSLf5hfIFiwuIqgXpo,,https://i.scdn.co/image/ab67616d00001e02c8fc2f4351cbc3dbc91c0f8f,M&M – Clásico,M&M – Classic,
682,1FfOkbu9hYEYP5jdUUt0F6,,https://mosaic.scdn.co/640/ab67616d00001e0281a817590e4172f049957e1eab67616d00001e02c4fba987ae3737064e5a30cbab67616d00001e02ccefd7ec6e139db65a0fe94aab67616d00001e02d6b45691489b3f4d417a8655,M&M – ¡Protones!,M&M – ¡Protones!,
683,1MEECCmKCpkUYeqxyHnAbu,,https://mosaic.scdn.co/640/ab67616d00001e026227d8644f54a43a958e21bdab67616d00001e027265c5f534c49c726ed38317ab67616d00001e02da453bc8e4d222b8710759f3ab67616d00001e02e1e350d06ffebd2e19e047ce,M&M – Electrones...,M&M – Electrons...,
684,54ODmy2ugn12t9CDH2SRdd,,https://mosaic.scdn.co/640/ab67616d00001e02317f24c37854aa6a92ac22e8ab67616d00001e023976b937ddafe3d13c9a6f77ab67616d00001e025c0063617191b2e95c472b58ab67616d00001e0274a1ff5bc6066b964c7ab89e,M&M – Popopopitas,M&M – Poppopitas,
685,4CA6YsIfJARDPNVnHAwwMs,,https://mosaic.scdn.co/640/ab67616d00001e024b8d1ae90f0daee4957bd0cdab67616d00001e029dcb7f938130fc270ab2da4aab67616d00001e02e928de086eef7d3491b4390bab67616d00001e02fb4632fbe03fedf469376646,M&M – Twerk dat ass,M&M – Twerk dat ass,
686,2hSxlpGCLrlrEul0m3BjSx,,https://mosaic.scdn.co/640/ab67616d00001e020fff2f9e6a432f5b1b237816ab67616d00001e0224850f3eb04b5132b96df67aab67616d00001e0238e262053bac92a21a261600ab67616d00001e025ca39de82d6cc29ccbf8516b,M&M – Constelar,M&M – Constelar,
687,5UserPWqqoq1P3sGHx9ZzM,,https://mosaic.scdn.co/640/ab67616d00001e02346a5742374ab4cf9ed32deeab67616d00001e024245f996f39eb4e9b2eefef8ab67616d00001e024b7c4561e0f5002b9f5efb7aab67616d00001e02fc5d04af946ab1c572278415,M&M – Bronze,M&M – Bronze,
688,0bXg2phsL838m03SHV1kuz,,https://mosaic.scdn.co/640/ab67616d00001e02304dbb3e13db9dae376c7a51ab67616d00001e0264d371016d3461fc6f0b3071ab67616d00001e027265c5f534c49c726ed38317ab67616d00001e02bb51bfada80a7d0daf64d80a,"M&M – Oh, estúpido amor.","M&M – Oh, stupid love.",
689,3G0z6JhqvWoAsvfzcnbTod,,https://i.scdn.co/image/ab67616d00001e02559e8529d086f60e1752930b,Musicote ,Musicote,
690,66ZqbCOCBMzxEQKNpl8ItW,,https://mosaic.scdn.co/640/ab67616d00001e02b2dbf8c8d755551463ddb74eab67616d00001e02b6c4d6f4e8e4c4d1dfcf4c4eab67616d00001e02c36c283cc580ae67f45276abab67616d00001e02f33d3ac4408cd74c6752dacd,My Year in Music 2015,My Year in Music 2015,
691,41ZpVRYDSCsXSIzzRKIrXB,,https://i.scdn.co/image/ab67616d00001e02df9985ae615c82af628dbc2f,En Mis Venas,In My Veins,
692,0CXPgGwBndEN6CzvqXqDcZ,,https://mosaic.scdn.co/640/ab67616d00001e026fe16caa299905d3b311a0f9ab67616d00001e027271950e5e84f7ef8336f6e4ab67616d00001e02e53058ee0562cd6b32f72cffab67616d00001e02f788b5e4a88bd8c7f7d0b982,Alberto,Alberto,
693,0q0CgmHzEo14NEhuPtqjfp,,https://mosaic.scdn.co/640/ab67616d00001e02a8a32ae2a279b9bf03445738ab67616d00001e02ccdb1982626f299b3b1d3efdab67616d00001e02e213619b79adda913fb1743aab67616d00001e02f4a2ccbe20d6d52f16816812,Favoritos,Favorites,
694,1d6PfIxA0aGvIummrSzc2i,,https://i.scdn.co/image/ab67616d00001e0235f6bce739368d246a08e376,Eminem – The Marshall Mathers LP,Eminem – The Marshall Mathers LP,
695,5FZRfmMtUpMnL86cj245sR,FRESH (Actualizada diaramente)  @musiczonez,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84c236a2c4f02929617e98a930,Zona Latina Regueton 2020 ☀,Latin Zone Reggaeton 2020 ☀,FRESH (Updated daily) @musiczonez
696,0dkssTKcRNXEjldLvBSeLq,"Personally selected by the game’s cover athlete and two-time NBA Champion, LeBron James, the NBA 2K14 soundtrack boasts an eclectic mix of hip-hop, rock, and classic pop that is sure to get players ready for tipoff. ",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8418588ff7b3075cf411829151,NBA 2K14 Soundtrack Produced by LeBron James,NBA 2K14 Soundtrack Produced by LeBron James,"Personally selected by the game’s cover athlete and two-time NBA Champion, LeBron James, the NBA 2K14 soundtrack boasts an eclectic mix of hip-hop, rock, and classic pop that is sure to get players ready for tipoff."
697,0xpNIEwkd3jReXtDHQvjbb,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8485ccb2497c44843c196cc471,,,
698,5WGqU7r8AZGzeNaIZDFShQ,,https://i.scdn.co/image/ab67616d00001e02c49bed8bbd79f0a33fcb67a2,Elvis Crespo – Suavemente...Los Exitos,Elvis Crespo – Softly...The Hits,
699,3JygDwglv9WP14dad5dGrz,The best songs from the best Need for Speed,https://mosaic.scdn.co/640/ab67616d00001e0251e68094dd2b709d70f1778fab67616d00001e02a08040cea390772b39c3d96bab67616d00001e02b3a1594c9b9187a6a07e79d3ab67616d00001e02ec0277b3cefd5d116221c689,Need for Speed Underground 2,Need for Speed Underground 2,The best songs from the best Need for Speed
700,5t8j58NAtPUxqseTMvhXrz,"La mejor música para hacer gimnasia en casa o en el gimnasio 🏋️‍♀️ ¡Motívate entrenando mientras escuchas la mejor lista para hacer deporte! Modo Gym On! Sigue tu rutina 💪 Crossfit, GAP, HIIT... GymMotivation, Entrenando, Running, Workout. Éxitos y hits. Foto: Dua Lipa",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da847e13a8b445273c39dadb5cbf,GYM MODO ON 💪​💪​,GYM MODO ON 💪​💪​,"The best music to do gymnastics at home or in the gym 🏋️‍♀️ Get motivated by training while listening to the best list for doing sports! Gym On mode! Follow your routine 💪 Crossfit, GAP, HIIT... GymMotivation, Training, Running, Workout. Successes and hits. Photo: Dua Lipa"
701,7FDyC1JdV3jkGzAE9BONKt,"Check out country hits from Luke Combs, Megan Moroney, Old Dominion, Kane Brown and more! Cover: Megan Moroney",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da841092be576d9644e9c9e4ff75,Country Vibes,Country Vibes,"Check out country hits from Luke Combs, Megan Moroney, Old Dominion, Kane Brown and more! Cover: Megan Moroney"
702,16cTIWrPefwIj402sFIyXg,more on soundcloud,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84d8ab6641b75682704024d041,Space Wizard Discography ,Space Wizard Discography,more on soundcloud
703,72aXU4htUqQNeppSFjXdFR,"CROSS-GENRE MAYHEM CURATED BY: <a href=""https://instagram.com/PhaseOneAU"">PhaseOne</a> &amp; <a href=""https://instagram.com/somrecs"">Sounds Of Mayhem</a>",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84f2ca7923d420f61eaf262ad2,Metal Meets Electronic,Metal Meets Electronic,"CROSS-GENRE MAYHEM CURATED BY: <a href=""https://instagram.com/PhaseOneAU"">PhaseOne</a> &amp; <a href=""https://instagram.com/somrecs"">Sounds Of Mayhem</a>"
704,13cKSSq3vym8mIlb9L9boj,The complete SOM catalogue! Newest to oldest. Follow us: @SOMRECS,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84aaa82a9ab42ad6d7eec019ad,Sounds Of Mayhem: Discography,Sounds Of Mayhem: Discography,The complete SOM catalogue! Newest to oldest. Follow us: @SOMRECS
705,3T8ezygqwiFvb6Hfi1UWBr,"Get to know Indefinite Recording's <a href=""https://open.spotify.com/artist/5lSKfC2Dyt2onFXe2pg4om?si=m1MoLJvXSkGnsi_FunnF-A"">DVEIGHT</a>",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da841290ba0117b0c49e9941b4f5,This is DVEIGHT,This is DVEIGHT,"Get to know Indefinite Recording's <a href=""https://open.spotify.com/artist/5lSKfC2Dyt2onFXe2pg4om?si=m1MoLJvXSkGnsi_FunnF-A"">DVEIGHT</a>"
706,4YZNKPS9bM3xv1UF4WZil0,Dubstep Bangers of 2024 🔥 No Chill 💀💀💀 Riddim &#x2F; Dubstep &#x2F; Tearout - Total Bass Obliteration [WEEKLY UPDATES] - Check out our other playlists - 🔊,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da846dfe9c0c8134163639492158,DUBSTEP BRUTAL DROPS,DUBSTEP BRUTAL DROPS,Dubstep Bangers of 2024 🔥 No Chill 💀💀💀 Riddim &#x2F; Dubstep &#x2F; Tearout - Total Bass Obliteration [WEEKLY UPDATES] - Check out our other playlists - 🔊
707,3RvAxy2otJg3zP9bB9H3ii,,https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84ef752275704c3d488eb42c96,koicha Hard Groove || Weekly Update,koicha Hard Groove || Weekly Update,
708,6Hgha1NmRLPAM8F9LJGyw2,"Weekly tunes selected by @koichacolletive ┊ Garage ┊ Bassline ┊ Dnb ┊ Jungle ┊ ft. Young Earth Sauce, Gud Griff, Lucas Åkerman",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8477fab75177eebcf5d4b24037,koicha Certified || Weekly Update,koicha Certified || Weekly Update,"Weekly tunes selected by @koichacolletive ┊ Garage ┊ Bassline ┊ Dnb ┊ Jungle ┊ ft. Young Earth Sauce, Gud Griff, Lucas Åkerman"
709,7MI4XTMbFj4Ci6hIDAXB2E,DENNETT&#x27;s Discography :),https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84c012e0d80ed29c854da93902,This is DENNETT,This is DENNETT,DENNETT&#x27;s Discography :)
710,4qUsct9OjPc7hU3aY5Lk8G,"DENNETT&#x27;s selection of melodic and heavy bass music! Including genres like Future Riddim, Dubstep, Future Bass, and more! Submit at Dennettpromo@gmail.com",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840abc7c10f65d897897d9abd1,World of Colors [Melodic Bass Music],World of Colors [Melodic Bass Music],"DENNETT&#x27;s selection of melodic and heavy bass music! Including genres like Future Riddim, Dubstep, Future Bass, and more! Submit at Dennettpromo@gmail.com"
711,1C4Ftvgz3bzlZR2h4ErWKH,A monthly playlist curated by Xotix.,https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84444b630cc28434148fde61b1,UNDERGROUND SAUCE,UNDERGROUND SAUCE,A monthly playlist curated by Xotix.
712,3550yu3MonIIzt05UE6O0X,it's like a JukeBox but better,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da847554a4ea084a4b7d3be8a5c7,DukeBox,DukeBox,it's like a JukeBox but better
713,4EUTSflm3cSfk9hkebc27r,"Future sounds and wubs. Bass styles based on Chmura, Vctre, Pheel, Lab Group, Fly and more underground producers.",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84e400c9feab668b8096b6e822,Smooth Future Wubs ( Dubstep Spacebass Freeformbass Letfieldbass ),Smooth Future Wubs ( Dubstep Spacebass Freeformbass Letfieldbass ),"Future sounds and wubs. Bass styles based on Chmura, Vctre, Pheel, Lab Group, Fly and more underground producers."
714,3oeMziWiCpcCpWUocZKmbZ,My favourite tunes inside the dubstep universe. Crispy and straight from the underground. IG wibezzmusic,https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84f60b2e0b7e8f35ef2aea82a0,Crispy Dubstep Banger ( heavy and clean Freeformbass ),Crispy Dubstep Banger ( heavy and clean Freeformbass ),My favourite tunes inside the dubstep universe. Crispy and straight from the underground. IG wibezzmusic
715,1TdyPwhyrWKLgRpwyJdWZw,This is Dubstep from Drop Diaries Records powered by 7kulturs. All Dubstep releases from our artists in one place.,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84d80a19b4af552fdb41e27a70,This is Dubstep,This is Dubstep,This is Dubstep from Drop Diaries Records powered by 7kulturs. All Dubstep releases from our artists in one place.
716,4Pkf0xHNeaU2gJ4UCAqw9e,Basses printanières 2023 from Drop Diaries Records powered by 7kulturs. Let&#x27;s celebrate spring with all our artists bass music releases of 2023.,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84304781307f5209d28a45fe68,Basses printanières 2023,Spring bass 2023,Basses printanières 2023 from Drop Diaries Records powered by 7kulturs. Let&#x27;s celebrate spring with all our artists bass music releases of 2023.
717,6LeMn87O781T1X1EGWeXMC,Discover the best DUBSTEP hits for FIERY mood 🔥 Powered by 7kulturs and updated every two weeks ⏰,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da845764cd37b23e58cae20c1f09,DUBSTEP hits | FIERY mood 🔥,DUBSTEP hits | FIERY mood 🔥,Discover the best DUBSTEP hits for FIERY mood 🔥 Powered by 7kulturs and updated every two weeks ⏰
718,37X1VJTlNhSY9Uu14GfeRY,Discover the best DUBSTEP hits for CHILL mood 😎 Powered by 7kulturs and updated every two weeks ⏰,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8442219c0c63071f0298a9f781,DUBSTEP hits | CHILL mood 😎,DUBSTEP hits | CHILL mood 😎,Discover the best DUBSTEP hits for CHILL mood 😎 Powered by 7kulturs and updated every two weeks ⏰
719,0lmWlmlkDSigypWaBQC4Xk,"Experience the electrifying sound of Blankface with this curated playlist of the best Dubstep tracks. From heavy-hitting drops to spine-tingling basslines, Blankface&#x27;s unique style is sure to leave you wanting more.",https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da845e1ec5d9fec5ad1434be8d50,This Is Blankface,This Is Blankface,"Experience the electrifying sound of Blankface with this curated playlist of the best Dubstep tracks. From heavy-hitting drops to spine-tingling basslines, Blankface&#x27;s unique style is sure to leave you wanting more."
720,4co2UJqKF6P5BLoDO08GNx,"Let us pull you away for a bit into a realm of underground bass and fierce dubstep selections. TAKEN OVER BY <a href=""https://open.spotify.com/artist/2D2akNyW7qrfKDa7Bg4Cae""> KTRL</a>",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da849aab0330ecf64b811d1d46ff,🛸 ABDUCTION 👽 - Experimental Bass and Other Strangeness [KTRL VICE TAKEOVER],🛸 ABDUCTION 👽 - Experimental Bass and Other Strangeness [KTRL VICE TAKEOVER],"Let us pull you away for a bit into a realm of underground bass and fierce dubstep selections. TAKEN OVER BY <a href=""https://open.spotify.com/artist/2D2akNyW7qrfKDa7Bg4Cae""> KTRL</a>"
721,4r1zUO9HheM7m4D4ZxcR1b,For playlisting submissions reach out to Contact@blvcksmithofficial.com,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84ce2b3c6228b249eb801a0040,Forgers Finds,Forgers Finds,For playlisting submissions reach out to Contact@blvcksmithofficial.com
722,5SDqKokhV5ocECpPl3F1EG,"Get to know Indefinite Recording's <a href=""https://open.spotify.com/artist/3WOkFrwqOYTjSGcku5Dkq7?si=NU9JYOA4Rfu0xw_KOltgzQ//"">Lunnari</a>",https://mosaic.scdn.co/640/ab67616d00001e0201336ac97f4eafa1316154b3ab67616d00001e020e2c8e3fe933f3a250002e20ab67616d00001e02deaf5a865bc9bdf9d9e0b62aab67616d00001e02ff01b5c0b87366c7c43215a3,This is Lunnari,This is Lunnari,"Get to know Indefinite Recording's <a href=""https://open.spotify.com/artist/3WOkFrwqOYTjSGcku5Dkq7?si=NU9JYOA4Rfu0xw_KOltgzQ//"">Lunnari</a>"
